eventId,familyId,userId,challengeId,category,mode,durationType,progressType,deviceType,eventDate,day_index,weekday,notificationTime,completionTime,completed,personalPoints,familyPoints,energyKwh
evt_00067,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,2,08:15:00,08:45:00,1,5,5,0.0
evt_00068,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:15:00,08:45:00,1,5,10,0.0
evt_00069,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:15:00,08:45:00,1,5,10,0.0
evt_00070,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:15:00,09:00:00,1,5,10,0.0
evt_00071,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:15:00,08:45:00,1,5,10,0.0
evt_00072,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,08:15:00,08:45:00,1,4,8,0.0
evt_00073,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,2,08:15:00,08:45:00,1,4,6,0.0
evt_00074,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:15:00,08:45:00,1,5,5,0.0
evt_00075,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,08:30:00,09:00:00,1,5,10,0.0
evt_00076,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:30:00,09:00:00,1,5,10,0.0
evt_00077,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:30:00,09:00:00,1,5,10,0.0
evt_00078,fam_2,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:30:00,09:15:00,1,5,10,0.0
evt_00079,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:30:00,09:00:00,1,5,10,0.0
evt_00080,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,08:30:00,09:00:00,1,5,5,0.0
evt_00081,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:30:00,09:00:00,1,5,10,0.0
evt_00082,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:30:00,09:15:00,1,5,10,0.0
evt_00083,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,08:30:00,09:00:00,1,5,10,0.0
evt_00084,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:30:00,09:00:00,1,5,10,0.0
evt_00085,fam_1,user_1,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,61,5,08:30:00,09:00:00,1,5,10,0.0
evt_00086,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,5,08:30:00,09:15:00,1,5,10,0.0
evt_00087,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,08:45:00,09:15:00,1,4,4,0.0
evt_00088,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,2,08:45:00,09:15:00,1,5,5,0.0
evt_00089,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00090,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00091,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00092,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,09:00:00,09:30:00,1,5,10,0.0
evt_00093,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00094,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00095,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00096,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00097,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,5,0.0
evt_00098,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00099,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00100,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,5,0.0
evt_00101,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,5,0.0
evt_00102,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,09:00:00,09:30:00,1,5,10,0.0
evt_00103,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,4,09:00:00,09:30:00,1,6,12,0.0
evt_00104,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:00:00,09:30:00,1,5,10,0.0
evt_00105,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,61,5,09:12:00,09:45:00,1,5,5,0.0
evt_00106,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,09:12:00,09:45:00,1,5,5,0.0
evt_00107,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-02,1,4,09:15:00,09:45:00,1,3,3,0.0
evt_00108,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-02,1,4,09:15:00,09:45:00,1,3,6,0.0
evt_00109,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,09:15:00,09:45:00,1,4,8,0.0
evt_00110,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,1,4,09:15:00,09:45:00,1,7,7,0.0
evt_00111,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,09:15:00,09:45:00,1,5,10,0.0
evt_00112,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-02,1,4,09:15:00,09:45:00,1,3,6,0.0
evt_00113,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,4,09:15:00,09:45:00,1,7,7,0.0
evt_00114,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,1,4,09:15:00,09:45:00,1,7,14,0.0
evt_00115,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,4,09:15:00,09:45:00,1,7,7,0.0
evt_00116,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:15:00,09:45:00,1,5,10,0.0
evt_00117,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,2,09:15:00,09:45:00,1,5,5,0.0
evt_00118,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,09:30:00,09:45:00,1,5,10,0.0
evt_00119,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,1,4,09:30:00,10:00:00,1,3,7,0.0
evt_00120,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,151,4,09:35:00,,0,8,8,0.0
evt_00121,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,09:45:00,10:15:00,1,5,10,0.0
evt_00122,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,09:45:00,10:10:00,1,5,10,0.0
evt_00123,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,61,5,09:55:00,11:49:00,1,6,6,0.0
evt_00124,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00125,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,1,2,10:00:00,10:30:00,1,5,5,0.0
evt_00126,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00127,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,2,10:00:00,10:30:00,1,5,10,0.0
evt_00128,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00129,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,5,0.0
evt_00130,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:45:00,1,5,10,0.0
evt_00131,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00132,fam_1,user_1,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,61,3,10:00:00,10:30:00,1,5,10,0.0
evt_00133,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00134,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,10:00:00,10:30:00,1,5,10,0.0
evt_00135,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,2,10:00:00,10:30:00,1,5,10,0.0
evt_00136,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00137,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00138,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,10,0.0
evt_00139,fam_2,user_5,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,0,3,10:00:00,10:30:00,1,5,5,0.0
evt_00140,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:00:00,10:30:00,1,5,5,0.0
evt_00141,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,3,10:15:00,10:45:00,1,5,5,0.0
evt_00142,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:15:00,10:45:00,1,5,5,0.0
evt_00143,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,1,2,10:15:00,10:45:00,1,5,5,0.0
evt_00144,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,10:15:00,10:45:00,1,4,6,0.0
evt_00145,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,1,4,10:15:00,10:45:00,1,7,14,0.0
evt_00146,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,4,10:15:00,10:45:00,1,3,5,0.0
evt_00147,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,4,10:15:00,10:45:00,1,3,3,0.0
evt_00148,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:15:00,10:45:00,1,5,10,0.0
evt_00149,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-02,1,5,10:15:00,10:45:00,1,5,10,0.0
evt_00150,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:15:00,10:45:00,1,5,5,0.0
evt_00151,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:15:00,10:45:00,1,5,10,0.0
evt_00152,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,10:15:00,10:45:00,1,5,10,0.0
evt_00153,fam_1,user_3,daily_water_2,health,daily,short,counter,none,2025-10-02,1,4,10:30:00,11:00:00,1,4,8,0.0
evt_00154,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,2,10:30:00,10:45:00,1,5,10,0.0
evt_00155,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,11:00:00,11:30:00,1,5,10,0.0
evt_00156,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,4,11:00:00,11:15:00,1,7,12,0.0
evt_00157,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,11:00:00,11:30:00,1,5,5,0.0
evt_00158,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,11:12:00,11:45:00,1,5,10,0.0
evt_00159,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,1,4,11:15:00,11:45:00,1,4,8,0.0
evt_00160,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,11:30:00,11:45:00,1,5,10,0.0
evt_00161,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,12:00:00,12:30:00,1,5,5,0.0
evt_00162,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,12:00:00,12:30:00,1,5,10,0.0
evt_00163,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,12:00:00,12:30:00,1,5,10,0.0
evt_00164,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-02,61,2,12:15:00,12:45:00,1,5,10,0.0
evt_00165,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,12:15:00,12:45:00,1,5,10,0.0
evt_00166,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,12:30:00,12:45:00,1,5,5,0.0
evt_00167,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,1,4,12:30:00,12:45:00,1,7,7,0.0
evt_00168,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,12:30:00,12:45:00,1,5,5,0.0
evt_00169,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,12:30:00,12:45:00,1,5,10,0.0
evt_00170,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,151,4,12:46:00,13:03:00,1,4,8,0.0
evt_00171,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,13:22:00,14:45:00,1,2,4,0.0
evt_00172,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,31,3,13:32:00,13:44:00,1,6,12,0.0
evt_00173,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,14:00:00,14:30:00,1,5,5,0.0
evt_00174,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,61,5,14:00:00,14:30:00,1,4,8,0.0
evt_00175,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,14:00:00,14:30:00,1,5,10,0.0
evt_00176,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,14:00:00,14:30:00,1,5,10,0.0
evt_00177,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,61,5,14:10:00,14:45:00,1,5,10,0.0
evt_00178,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-02,1,2,14:15:00,14:45:00,1,6,12,0.0
evt_00179,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,4,14:20:00,14:50:00,1,3,3,0.0
evt_00180,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,91,0,14:22:00,14:45:00,1,4,8,0.0
evt_00181,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-02,1,4,14:30:00,15:00:00,1,4,8,0.0
evt_00182,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,121,2,15:53:00,,0,6,18,0.0
evt_00183,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-02,1,1,18:51:00,20:05:00,1,2,4,0.0
evt_00184,fam_1,user_3,daily_water_2,health,daily,short,counter,none,2025-10-02,121,2,20:00:00,20:30:00,1,4,8,0.0
evt_00185,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-02,91,0,20:08:00,20:49:00,1,4,4,0.0
evt_00186,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,31,3,21:32:00,,0,2,2,0.0
evt_00187,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-02,1,1,22:44:00,23:25:00,1,2,2,0.0
